Billing_Account_Id,Region_Name,Exchange_Name,Zone
100005620907,ITR,EXH0858,NORTH
L1412697953,FTR,EXH0462,CENTRAL
100006183925,FTR,EXH0508,CENTRAL
100007035100,KTR - 1,EXH0004,SOUTH
100006080726,STR,EXH0598,SOUTH
2100269967,SLTR,EXH0517A,CENTRAL
100008551325,KTR - 3,EXH0024,SOUTH
100008511276,LTR - NORTH,EXH0402,CENTRAL
100008378704,ITR,EXH0418,NORTH
100007682591,LTR - NORTH,EXH0401,CENTRAL
1515508463,ITR,EXH0850,NORTH
100006249664,GTR,EXH0621,CENTRAL
100008787355,LTR - SOUTH,EXH0394,CENTRAL
100008457585,MTR,EXH0603,CENTRAL
2105983664,ITR,EXH0418,NORTH
100000081296,STR,EXH0615,SOUTH
100008232476,MTR,EXH0537,CENTRAL
100004662795,QTR,EXH0520,SOUTH
100008147718,SLTR,EXH0501,CENTRAL
100008716268,HTR,EXH0885,NORTH
100008014565,NTR - 2,EXH0622,NORTH
100007915657,CTR,EXH0428,CENTRAL
100008716577,SLTR,EXH0888,CENTRAL
100008510103,LTR - NORTH,EXH0383,CENTRAL
100009114028,MTR,EXH0453,CENTRAL
100008663257,SLTR,EXH0443,CENTRAL
100008190303,KTR - 1,EXH0012,SOUTH
100007923080,NTR - 1,EXH0572,NORTH
100008655257,KTR - 1,EXH0029,SOUTH
100005533452,GTR,EXH0526K,CENTRAL
100008605652,LTR - NORTH,EXH0374,CENTRAL
L2103686978,SLTR,EXH0525,CENTRAL
100008786827,KTR - 1,EXH0028,SOUTH
100003376862,HYTR,EXH0547,SOUTH
2102858136,LTR - SOUTH,EXH0404,CENTRAL
100006661785,SLTR,EXH0891,CENTRAL
2101146291,LTR - SOUTH,EXH0388,CENTRAL
2100685776,KTR - 3,EXH0030,SOUTH
100008701435,STR,EXH0558,SOUTH
1427970163,LTR - NORTH,EXH0378,CENTRAL
100007308134,GTR,EXH0526R,CENTRAL
100007757910,MTR,EXH0453,CENTRAL
100008742054,LTR - NORTH,EXH0400,CENTRAL
100005888410,KTR - 2,EXH0020,SOUTH
100007859768,MTR,EXH0873,CENTRAL
100008720556,NTR - 1,EXH0426,NORTH
100008597455,SLTR,EXH0489,CENTRAL
100005849059,FTR,EXH0509,CENTRAL
100005069034,NTR - 1,EXH0625,NORTH
100005226532,SLTR,EXH0447,CENTRAL
100008521177,KTR - 3,EXH0021,SOUTH
100008548264,STR,EXH0560B,SOUTH
L1544626613,RTR,EXH0657,NORTH
100008517156,HYTR,EXH0826,SOUTH
100007789296,SLTR,EXH0891,CENTRAL
100007367910,ITR,EXH0418,NORTH
100008606855,LTR - NORTH,EXH0383,CENTRAL
L1214967905,KTR - 3,EXH0017,SOUTH
100008555057,SLTR,EXH0444,CENTRAL
100008577840,HYTR,EXH0487,SOUTH
100006452240,LTR - SOUTH,EXH0386,CENTRAL
100008966010,LTR - SOUTH,EXH0386,CENTRAL
100006738139,MTR,EXH0455,CENTRAL
100004713213,GTR,EXH0440,CENTRAL
100006668108,ITR,EXH0819,NORTH
100008586693,STR,EXH0560,SOUTH
100008375467,CTR,EXH0499,CENTRAL
100008423777,GTR,EXH0516,CENTRAL
100008649208,ITR,EXH0412,NORTH
100006498707,SLTR,EXH0444,CENTRAL
100008643978,ITR,EXH0858,NORTH
100008791674,LTR - NORTH,EXH0373,CENTRAL
100008477773,GTR,EXH0481,CENTRAL
100001250242,GTR,EXH0481,CENTRAL
100008461102,LTR - SOUTH,EXH0390,CENTRAL
L1412691808,FTR,EXH0462,CENTRAL
100008687934,CTR,EXH0883,CENTRAL
100006295392,LTR - SOUTH,EXH0388,CENTRAL
100008780328,KTR - 3,EXH0024,SOUTH
100008895267,KTR - 1,EXH0003,SOUTH
100005513429,CTR,EXH0595,CENTRAL
100007108426,MTR,EXH0873,CENTRAL
100008548805,KTR - 2,EXH0016,SOUTH
1427721665,LTR - NORTH,EXH0371,CENTRAL
L2105770511,GTR,EXH0526W,CENTRAL
100006776488,QTR,EXH0578,SOUTH
100008075192,HYTR,EXH0475,SOUTH
100004274166,FTR,EXH0466,CENTRAL
100003358827,STR,EXH0437A,SOUTH
100008146265,HTR,EXH0885,NORTH
100008363818,NTR - 2,EXH0424,NORTH
100000105109,HYTR,EXH0474,SOUTH
100004682225,QTR,EXH0419,SOUTH
100008243996,CTR,EXH0595,CENTRAL
100003614850,CTR,EXH0528,CENTRAL
100008738180,HYTR,EXH0487,SOUTH
L1477622467,FTR,EXH0506,CENTRAL
100008590810,NTR - 1,EXH0427,NORTH
100008479063,LTR - NORTH,EXH0402,CENTRAL
100008538040,CTR,EXH0499,CENTRAL
100007512755,HYTR,EXH0660,SOUTH
100008547343,STR,EXH0435,SOUTH
100008694120,SLTR,EXH0444,CENTRAL
100008140667,NTR - 1,EXH0566,NORTH
100003367242,CTR,EXH0429,CENTRAL
100007504265,NTR - 1,EXH0425,NORTH
100004955613,LTR - NORTH,EXH0402,CENTRAL
100008474321,NTR - 1,EXH0426,NORTH
100008604572,LTR - NORTH,EXH0405,CENTRAL
100008805017,LTR - SOUTH,EXH0387,CENTRAL
100003286759,LTR - NORTH,EXH0382,CENTRAL
100008644612,CTR,EXH0883,CENTRAL
2106661350,ITR,EXH0413,NORTH
100008361073,STR,EXH0599,SOUTH
100007642351,HYTR,EXH0475,SOUTH
100003494276,ITR,EXH0418,NORTH
2102173999,MTR,EXH0537,CENTRAL
100008660101,HYTR,EXH0549,SOUTH
100003248430,SLTR,EXH0447,CENTRAL
100008970615,MTR,EXH0546,CENTRAL
100002246619,KTR - 1,EXH0003,SOUTH
2100180489,GTR,EXH0526W,CENTRAL
100008465166,KTR - 3,EXH0024,SOUTH
100008350138,FTR,EXH0507,CENTRAL
1212632372,KTR - 1,EXH0007,SOUTH
100008605242,QTR,EXH0420,SOUTH
100008853647,ITR,EXH0627,NORTH
100006282992,STR,EXH0556A,SOUTH
100008524070,LTR - NORTH,EXH0383,CENTRAL
100007594284,MTR,EXH0454,CENTRAL
100005839507,GTR,EXH0482,CENTRAL
100002814858,GTR,EXH0488,CENTRAL
100004851912,GTR,EXH0442,CENTRAL
100005832636,KTR - 1,EXH0003,SOUTH
100008921128,SLTR,EXH0501,CENTRAL
100007944873,HTR,EXH0468,NORTH
100006583598,CTR,EXH0530,CENTRAL
100008478469,CTR,EXH0448,CENTRAL
100004846473,NTR - 1,EXH0566,NORTH
100008439772,LTR - SOUTH,EXH0398,CENTRAL
2106667862,ITR,EXH0416,NORTH
100005990543,CTR,EXH0585,CENTRAL
100008681824,STR,EXH0560C,SOUTH
2107015845,LTR - NORTH,EXH0383,CENTRAL
1553891741,GTR,EXH0483,CENTRAL
1426373526,LTR - SOUTH,EXH0387,CENTRAL
100008511993,KTR - 3,EXH0024,SOUTH
1214927761,KTR - 2,EXH0015,SOUTH
100008696544,LTR - NORTH,EXH0401,CENTRAL
100007934053,MTR,EXH0873,CENTRAL
100007921943,MTR,EXH0541,CENTRAL
1404555921,CTR,EXH0449,CENTRAL
100008313438,HTR,EXH0564,NORTH
1544624306,RTR,EXH0657,NORTH
100004683549,QTR,EXH0916,SOUTH
100004044816,KTR - 1,EXH0006,SOUTH
100002587670,FTR,EXH0535,CENTRAL
100004068875,MTR,EXH0439,CENTRAL
100008220590,SLTR,EXH0444,CENTRAL
100008536462,KTR - 1,EXH0001,SOUTH
1214824898,KTR - 3,EXH0017,SOUTH
100003962717,CTR,EXH0533,CENTRAL
100008286835,MTR,EXH0541,CENTRAL
100005203628,NTR - 1,EXH0567,NORTH
100008548101,SLTR,EXH0445,CENTRAL
1214800405,KTR - 3,EXH0017,SOUTH
100008764845,NTR - 1,EXH0566,NORTH
100008692085,SLTR,EXH0443,CENTRAL
100005092940,MTR,EXH0541,CENTRAL
100007417392,LTR - SOUTH,EXH0394,CENTRAL
100008690575,LTR - SOUTH,EXH0396,CENTRAL
100007485684,GTR,EXH0526R,CENTRAL
100008124807,KTR - 2,EXH0015,SOUTH
100008784719,KTR - 1,EXH0001,SOUTH
2103358931,NTR - 1,EXH0626,NORTH
100008327635,CTR,EXH0530,CENTRAL
100008197746,LTR - NORTH,EXH0376,CENTRAL
100008350455,LTR - NORTH,EXH0381,CENTRAL
100007599073,KTR - 2,EXH0016,SOUTH
1427595975,LTR - SOUTH,EXH0901,CENTRAL
100005952597,SLTR,EXH0446,CENTRAL
100008795031,LTR - NORTH,EXH0371,CENTRAL
100008719738,HYTR,EXH0828,SOUTH
100008792462,GTR,EXH0516,CENTRAL
100008423191,HYTR,EXH0472,SOUTH
100007605134,KTR - 3,EXH0032,SOUTH
100007565399,GTR,EXH0441,CENTRAL
100003527161,LTR - SOUTH,EXH0394,CENTRAL
100008341704,KTR - 1,EXH0006,SOUTH
100005442159,SLTR,EXH0878,CENTRAL
100008566554,MTR,EXH0454,CENTRAL
100006962931,RTR,EXH0653,NORTH
100007863695,LTR - SOUTH,EXH0388,CENTRAL
100006600107,FTR,EXH0507,CENTRAL
100005836910,LTR - NORTH,EXH0384,CENTRAL
100002998731,LTR - NORTH,EXH0383,CENTRAL
100008189510,STR,EXH0431,SOUTH
100006849625,MTR,EXH0898,CENTRAL
100008589089,ITR,EXH0858,NORTH
100007810244,RTR,EXH0568,NORTH
100005830111,HYTR,EXH0472,SOUTH
100008429380,ITR,EXH0414,NORTH
2100176867,LTR - SOUTH,EXH0398,CENTRAL
100005522282,KTR - 1,EXH0012,SOUTH
100008390934,NTR - 2,EXH0467,NORTH
100008365862,LTR - SOUTH,EXH0403,CENTRAL
100009009971,STR,EXH0560,SOUTH
100007268633,NTR - 2,EXH0423,NORTH
100008130370,CTR,EXH0429,CENTRAL
100007725484,FTR,EXH0464,CENTRAL
100008069684,LTR - SOUTH,EXH0388,CENTRAL
100007588777,STR,EXH0431A,SOUTH
100006056216,KTR - 2,EXH0016,SOUTH
100006647454,KTR - 1,EXH0006,SOUTH
100008288014,ITR,EXH0658,NORTH
100008592305,FTR,EXH0460,CENTRAL
100007549790,FTR,EXH0892,CENTRAL
100008919044,ITR,EXH0412,NORTH
2102391470,ITR,EXH0418,NORTH
100008181693,KTR - 2,EXH0018,SOUTH
100001520525,STR,EXH0556,SOUTH
100002690192,FTR,EXH0461,CENTRAL
100008121708,MTR,EXH0546,CENTRAL
100006904269,KTR - 1,EXH0001,SOUTH
100003370679,CTR,EXH0430,CENTRAL
100004333697,SLTR,EXH0445,CENTRAL
100006901408,ITR,EXH0414,NORTH
L1412656452,FTR,EXH0459,CENTRAL
100008274958,FTR,EXH0456,CENTRAL
100004399087,KTR - 1,EXH0002,SOUTH
1215842617,KTR - 1,EXH0003,SOUTH
1427632518,LTR - NORTH,EXH0383,CENTRAL
100008692143,STR,EXH0556A,SOUTH
100008665392,SLTR,EXH0878,CENTRAL
100008621875,MTR,EXH0452,CENTRAL
100006963858,LTR - SOUTH,EXH0396,CENTRAL
100008300422,KTR - 1,EXH0006,SOUTH
100005287006,CTR,EXH0430,CENTRAL
100008011185,LTR - SOUTH,EXH0404,CENTRAL
100006449324,GTR,EXH0526K,CENTRAL
100008578291,LTR - SOUTH,EXH0398,CENTRAL
100008495309,SLTR,EXH0447,CENTRAL
100007627714,ITR,EXH0851,NORTH
100008677432,CTR,EXH0533,CENTRAL
100007791280,LTR - SOUTH,EXH0895,CENTRAL
100008750304,HTR,EXH0649,NORTH
100007924248,NTR - 2,EXH0424,NORTH
L1544650229,RTR,EXH0629,NORTH
100008869976,RTR,EXH0614,NORTH
100007745904,LTR - SOUTH,EXH0387,CENTRAL
100006264010,CTR,EXH0430,CENTRAL
100008456578,KTR - 3,EXH0021,SOUTH
100000151928,MTR,EXH0542,CENTRAL
100008864889,STR,EXH0560,SOUTH
100008119350,MTR,EXH0455,CENTRAL
100006678277,KTR - 2,EXH0018,SOUTH
100008712575,GTR,EXH0483,CENTRAL
100008502990,NTR - 2,EXH0424,NORTH
100006990536,CTR,EXH0595,CENTRAL
1214510856,KTR - 2,EXH0020,SOUTH
100008508750,MTR,EXH0873,CENTRAL
100008498789,FTR,EXH0509,CENTRAL
100008588448,ITR,EXH0410,NORTH
100008708095,HYTR,EXH0487,SOUTH
100005122125,KTR - 1,EXH0008,SOUTH
1405460287,CTR,EXH0595,CENTRAL
100008733236,FTR,EXH0508,CENTRAL
100008403985,ITR,EXH0851,NORTH
2100237787,NTR - 1,EXH0425,NORTH
100008738863,KTR - 2,EXH0018,SOUTH
100007368347,MTR,EXH0873,CENTRAL
100007836015,ITR,EXH0633,NORTH
100007963254,NTR - 2,EXH0624,NORTH
100007782312,CTR,EXH0430,CENTRAL
100008702277,ITR,EXH0410,NORTH
100005332147,HYTR,EXH0552,SOUTH
100008691270,FTR,EXH0510,CENTRAL
100006209266,ITR,EXH0417,NORTH
100007762669,STR,EXH0560C,SOUTH
100008584822,SLTR,EXH0446,CENTRAL
100005287262,HTR,EXH0564,NORTH
100005705081,KTR - 3,EXH0024,SOUTH
100008655311,LTR - SOUTH,EXH0394,CENTRAL
100008782609,FTR,EXH0462,CENTRAL
100005697983,NTR - 1,EXH0572,NORTH
100007214828,GTR,EXH0442,CENTRAL
100008096421,MTR,EXH0900,CENTRAL
100008475223,GTR,EXH0500,CENTRAL
100002275607,KTR - 1,EXH0007,SOUTH
100008626776,HYTR,EXH0474,SOUTH
100004772598,STR,EXH0437A,SOUTH
100007798879,CTR,EXH0430,CENTRAL
100008488494,KTR - 1,EXH0002,SOUTH
100007580687,HTR,EXH0564,NORTH
100008867843,MTR,EXH0439,CENTRAL
100008629450,ITR,EXH0415,NORTH
100006166021,ITR,EXH0412,NORTH
100008592025,ITR,EXH0417,NORTH
100007802232,MTR,EXH0455,CENTRAL
100005484189,NTR - 1,EXH0567,NORTH
100008707289,FTR,EXH0510,CENTRAL
100008245091,HYTR,EXH0554,SOUTH
100007565993,FTR,EXH0509,CENTRAL
100008418797,MTR,EXH0451,CENTRAL
1427637191,LTR - NORTH,EXH0383,CENTRAL
100008671487,NTR - 1,EXH0427,NORTH
100008498302,NTR - 1,EXH0641,NORTH
100004738076,NTR - 1,EXH0677,NORTH
100004815305,FTR,EXH0461,CENTRAL
100008445441,KTR - 2,EXH0015,SOUTH
1216616301,KTR - 3,EXH0021,SOUTH
100006505250,CTR,EXH0596,CENTRAL
100007678316,LTR - SOUTH,EXH0397,CENTRAL
100007070157,KTR - 3,EXH0010,SOUTH
100009107001,NTR - 2,EXH0835,NORTH
100008673488,CTR,EXH0586,CENTRAL
100008581698,CTR,EXH0449,CENTRAL
100006811299,SLTR,EXH0517D,CENTRAL
100008586768,RTR,EXH0521,NORTH
1215385967,KTR - 1,EXH0002,SOUTH
100005693300,NTR - 1,EXH0566,NORTH
100007857908,KTR - 3,EXH0502,SOUTH
100008982533,MTR,EXH0541,CENTRAL
100004143377,SLTR,EXH0446,CENTRAL
100006649662,ITR,EXH0819,NORTH
100005953748,LTR - SOUTH,EXH0395,CENTRAL
1214972771,KTR - 3,EXH0017,SOUTH
100008476503,LTR - SOUTH,EXH0895,CENTRAL
100008464716,LTR - NORTH,EXH0402,CENTRAL
100002983115,FTR,EXH0461,CENTRAL
100008140275,HTR,EXH0562,NORTH
100008585358,LTR - SOUTH,EXH0397,CENTRAL
100006943386,LTR - NORTH,EXH0376,CENTRAL
100008668935,LTR - SOUTH,EXH0895,CENTRAL
1533606618,SLTR,EXH0501,CENTRAL
100008628258,NTR - 1,EXH0565,NORTH
100005718219,SLTR,EXH0891,CENTRAL
100008336967,LTR - SOUTH,EXH0389,CENTRAL
100008181649,SLTR,EXH0517C,CENTRAL
100007262695,RTR,EXH0486,NORTH
100008786852,ITR,EXH0635,NORTH
100008378885,NTR - 2,EXH0424,NORTH
100008080337,SLTR,EXH0444,CENTRAL
100008588396,STR,EXH0615,SOUTH
100008805551,KTR - 1,EXH0001,SOUTH
100006606640,LTR - NORTH,EXH0379,CENTRAL
100007531534,NTR - 2,EXH0624,NORTH
100008419496,LTR - NORTH,EXH0402,CENTRAL
100007313745,FTR,EXH0458,CENTRAL
100003036940,ITR,EXH0414,NORTH
100007979589,MTR,EXH0455,CENTRAL
100004730898,STR,EXH0560C,SOUTH
100007705585,SLTR,EXH0517D,CENTRAL
100004068450,ITR,EXH0851,NORTH
100006414650,GTR,EXH0480,CENTRAL
1515502604,ITR,EXH0416,NORTH
1244360611,STR,EXH0437A,SOUTH
100009009242,RTR,EXH0911,NORTH
100007809868,STR,EXH0434,SOUTH
100007648980,SLTR,EXH0447,CENTRAL
100001365641,ITR,EXH0410,NORTH
100007207340,CTR,EXH0529,CENTRAL
1212410579,KTR - 1,EXH0008,SOUTH
100007448514,LTR - SOUTH,EXH0895,CENTRAL
100001982287,QTR,EXH0421,SOUTH
100008536305,MTR,EXH0537,CENTRAL
100008926613,FTR,EXH0893,CENTRAL
100008838103,SLTR,EXH0876,CENTRAL
100003229187,GTR,EXH0526W,CENTRAL
100003336186,MTR,EXH0587,CENTRAL
100004001831,NTR - 1,EXH0572,NORTH
100007751576,SLTR,EXH0878,CENTRAL
1553258748,GTR,EXH0440,CENTRAL
100007765424,NTR - 2,EXH0622,NORTH
100008675410,LTR - NORTH,EXH0377,CENTRAL
100004225070,MTR,EXH0620,CENTRAL
100008625167,KTR - 3,EXH0017,SOUTH
100005532459,NTR - 1,EXH0565,NORTH
100005415722,HYTR,EXH0474,SOUTH
100008621093,CTR,EXH0448,CENTRAL
100004201701,GTR,EXH0526W,CENTRAL
1216633556,KTR - 3,EXH0021,SOUTH
100008415182,ITR,EXH0627,NORTH
100005716127,KTR - 2,EXH0019,SOUTH
100008197788,STR,EXH0605,SOUTH
100009015483,STR,EXH0598A,SOUTH
L2106347169,RTR,EXH0912,NORTH
100008190820,ITR,EXH0417,NORTH
100006503917,RTR,EXH0518,NORTH
100007388014,KTR - 3,EXH0010,SOUTH
100008552323,SLTR,EXH0443,CENTRAL
1533608736,SLTR,EXH0501,CENTRAL
100006831364,LTR - NORTH,EXH0376,CENTRAL
100007734674,GTR,EXH0846,CENTRAL
100007301947,NTR - 1,EXH0478,NORTH
100007546654,MTR,EXH0545,CENTRAL
100008505078,ITR,EXH0410,NORTH
100007549174,GTR,EXH0483,CENTRAL
100008832000,ITR,EXH0410,NORTH
100006820397,MTR,EXH0454,CENTRAL
100004820447,KTR - 2,EXH0016,SOUTH
100008966148,LTR - NORTH,EXH0401,CENTRAL
100005662534,KTR - 3,EXH0024,SOUTH
100006321623,NTR - 1,EXH0478,NORTH
100008556420,MTR,EXH0900,CENTRAL
100008929475,LTR - SOUTH,EXH0387,CENTRAL
1514442121,ITR,EXH0412,NORTH
100008431717,FTR,EXH0465,CENTRAL
100007902469,LTR - SOUTH,EXH0396,CENTRAL
2102626675,KTR - 3,EXH0021,SOUTH
100003833579,LTR - NORTH,EXH0382,CENTRAL
100005194679,SLTR,EXH0517C,CENTRAL
100005772786,LTR - NORTH,EXH0402,CENTRAL
100008524894,NTR - 2,EXH0569,NORTH
100007369966,RTR,EXH0653,NORTH
1553866117,GTR,EXH0488,CENTRAL
100007953270,STR,EXH0615,SOUTH
100003350536,QTR,EXH0420,SOUTH
1212720460,KTR - 1,EXH0012,SOUTH
100004802890,NTR - 2,EXH0424,NORTH
100008513793,CTR,EXH0591,CENTRAL
100006930334,NTR - 2,EXH0624,NORTH
100000024914,MTR,EXH0545,CENTRAL
100006293291,SLTR,EXH0445,CENTRAL
1214927821,KTR - 2,EXH0015,SOUTH
100006980909,MTR,EXH0537,CENTRAL
100007714584,NTR - 1,EXH0572,NORTH
1533523838,SLTR,EXH0443,CENTRAL
100004869792,GTR,EXH0526W,CENTRAL
100008561091,HYTR,EXH0550,SOUTH
100008475244,SLTR,EXH0878,CENTRAL
100005412211,RTR,EXH0613,NORTH
100006807776,MTR,EXH0544,CENTRAL
100004936234,MTR,EXH0505,CENTRAL
100008811577,SLTR,EXH0443,CENTRAL
100007817865,FTR,EXH0456,CENTRAL
100006020100,FTR,EXH0456,CENTRAL
100007846115,STR,EXH0598A,SOUTH
100007856522,NTR - 2,EXH0423,NORTH
100008696276,LTR - NORTH,EXH0402,CENTRAL
100008720314,HYTR,EXH0839,SOUTH
100003214018,KTR - 2,EXH0015,SOUTH
100008742386,FTR,EXH0508,CENTRAL
100008433134,STR,EXH0662,SOUTH
100008378708,STR,EXH0435,SOUTH
100005984823,MTR,EXH0439,CENTRAL
100004452669,HYTR,EXH0554,SOUTH
2107120958,LTR - SOUTH,EXH0388,CENTRAL
100008792097,SLTR,EXH0443,CENTRAL
100008756509,SLTR,EXH0501,CENTRAL
100008472823,HYTR,EXH0474,SOUTH
1812442243,QTR,EXH0421,SOUTH
100005441510,NTR - 1,EXH0625,NORTH
2106884875,LTR - NORTH,EXH0382,CENTRAL
100008365075,LTR - NORTH,EXH0402,CENTRAL
100007594752,MTR,EXH0494,CENTRAL
100008776858,LTR - SOUTH,EXH0388,CENTRAL
100008660370,ITR,EXH0866,NORTH
100007299890,KTR - 1,EXH0005,SOUTH
100008807601,FTR,EXH0507,CENTRAL
100008600388,KTR - 2,EXH0602,SOUTH
100008404501,NTR - 2,EXH0424,NORTH
100008142329,LTR - NORTH,EXH0384,CENTRAL
100006749301,GTR,EXH0526K,CENTRAL
100004777170,CTR,EXH0429,CENTRAL
100008255019,ITR,EXH0410,NORTH
100003924274,ITR,EXH0413,NORTH
100007976444,RTR,EXH0911,NORTH
100008188434,KTR - 3,EXH0033,SOUTH
100008555211,SLTR,EXH0444,CENTRAL
100006744782,QTR,EXH0576,SOUTH
100006612433,CTR,EXH0679,CENTRAL
100008994234,RTR,EXH0657,NORTH
100004568521,MTR,EXH0546,CENTRAL
100006903623,HTR,EXH0562,NORTH
100008031167,FTR,EXH0504,CENTRAL
100005145115,SLTR,EXH0447,CENTRAL
100008221375,LTR - NORTH,EXH0383,CENTRAL
1212441470,KTR - 1,EXH0008,SOUTH
100008414074,KTR - 2,EXH0015,SOUTH
100008551726,KTR - 1,EXH0012,SOUTH
100007159868,SLTR,EXH0875,CENTRAL
100004139800,NTR - 1,EXH0625,NORTH
100001323622,KTR - 2,EXH0020,SOUTH
100008769863,ITR,EXH0410,NORTH
1543540035,RTR,EXH0561,NORTH
100006626993,LTR - NORTH,EXH0377,CENTRAL
1533536136,SLTR,EXH0443,CENTRAL
100005758508,SLTR,EXH0445,CENTRAL
1946775606,NTR - 1,EXH0566,NORTH
100004049028,GTR,EXH0516,CENTRAL
100001852669,NTR - 2,EXH0622,NORTH
1427462588,LTR - SOUTH,EXH0389,CENTRAL
100008559341,CTR,EXH0592,CENTRAL
100006449770,LTR - SOUTH,EXH0403,CENTRAL
1563810034,CTR,EXH0428,CENTRAL
100006972510,LTR - SOUTH,EXH0895,CENTRAL
100008289625,CTR,EXH0531,CENTRAL
100008828028,SLTR,EXH0517B,CENTRAL
1214921631,KTR - 2,EXH0015,SOUTH
100005191815,LTR - SOUTH,EXH0393,CENTRAL
100008658237,ITR,EXH0866,NORTH
100008569109,STR,EXH0433,SOUTH
100006234461,KTR - 3,EXH0032,SOUTH
1614556863,MTR,EXH0451,CENTRAL
100006701460,NTR - 1,EXH0567,NORTH
100008704212,LTR - SOUTH,EXH0388,CENTRAL
100008073365,SLTR,EXH0444,CENTRAL
100007814734,GTR,EXH0441,CENTRAL
100008738670,ITR,EXH0410,NORTH
1512260626,ITR,EXH0411,NORTH
100008282071,ITR,EXH0852,NORTH
100008742410,KTR - 1,EXH0012,SOUTH
100004563129,ITR,EXH0413,NORTH
100007693902,LTR - SOUTH,EXH0386,CENTRAL
100005338640,LTR - SOUTH,EXH0393,CENTRAL
100008515569,LTR - NORTH,EXH0383,CENTRAL
100003242851,LTR - NORTH,EXH0383,CENTRAL
100007121039,NTR - 1,EXH0565,NORTH
100009092139,LTR - SOUTH,EXH0386,CENTRAL
100007970704,MTR,EXH0603,CENTRAL
2102432703,FTR,EXH0507,CENTRAL
1544613832,RTR,EXH0656,NORTH
100007784833,RTR,EXH0629,NORTH
100000827607,GTR,EXH0482,CENTRAL
100006343620,NTR - 1,EXH0478,NORTH
100008062720,SLTR,EXH0517A,CENTRAL
100005046261,NTR - 2,EXH0424,NORTH
100007362110,NTR - 1,EXH0427,NORTH
100008351682,SLTR,EXH0445,CENTRAL
100008551912,MTR,EXH0899,CENTRAL
100008182897,STR,EXH0437,SOUTH
100008057366,STR,EXH0557,SOUTH
100008128101,QTR,EXH0419,SOUTH
100008806453,RTR,EXH0606,NORTH
100008499437,KTR - 3,EXH0021,SOUTH
100004443267,KTR - 1,EXH0012,SOUTH
100008403713,LTR - SOUTH,EXH0895,CENTRAL
100004190807,MTR,EXH0620,CENTRAL
100008525306,QTR,EXH0419,SOUTH
100008342772,GTR,EXH0526R,CENTRAL
100008457918,NTR - 2,EXH0624,NORTH
100008694595,CTR,EXH0533,CENTRAL
100008352747,ITR,EXH0819,NORTH
100007928715,RTR,EXH0617,NORTH
100008767763,NTR - 2,EXH0563,NORTH
100007565381,ITR,EXH0410,NORTH
100008355346,LTR - SOUTH,EXH0398,CENTRAL
100008659021,KTR - 2,EXH0602,SOUTH
100004711359,ITR,EXH0415,NORTH
100005252625,GTR,EXH0847,CENTRAL
100008218333,SLTR,EXH0445,CENTRAL
100004473618,STR,EXH0599A,SOUTH
100008603584,NTR - 1,EXH0567,NORTH
100008019623,RTR,EXH0486,NORTH
100008277143,NTR - 1,EXH0422,NORTH
100005616141,KTR - 2,EXH0018,SOUTH
100008438099,CTR,EXH0588,CENTRAL
100007869987,KTR - 1,EXH0008,SOUTH
100008698820,NTR - 1,EXH0422,NORTH
100008458442,KTR - 2,EXH0035,SOUTH
100008018385,STR,EXH0431A,SOUTH
100008230229,MTR,EXH0454,CENTRAL
100004555232,KTR - 2,EXH0018,SOUTH
100008443689,KTR - 3,EXH0021,SOUTH
100007382200,HTR,EXH0469,NORTH
100008916836,LTR - NORTH,EXH0401,CENTRAL
100008405522,KTR - 2,EXH0016,SOUTH
100008530804,FTR,EXH0465,CENTRAL
100008175857,LTR - SOUTH,EXH0390,CENTRAL
100004687122,HYTR,EXH0828,SOUTH
100005518423,HYTR,EXH0828,SOUTH
2105262599,KTR - 1,EXH0002,SOUTH
100008922127,ITR,EXH0628,NORTH
100003092160,HTR,EXH0562,NORTH
100007855247,LTR - SOUTH,EXH0387,CENTRAL
100008609671,FTR,EXH0462,CENTRAL
100008367069,LTR - NORTH,EXH0371,CENTRAL
100005588111,FTR,EXH0508,CENTRAL
100008689991,KTR - 3,EXH0024,SOUTH
100008428376,ITR,EXH0855,NORTH
100008694234,SLTR,EXH0501,CENTRAL
1556602908,GTR,EXH0488,CENTRAL
L2103665624,RTR,EXH0656,NORTH
100006087341,FTR,EXH0461,CENTRAL
100005064935,FTR,EXH0892,CENTRAL
100008567835,SLTR,EXH0445,CENTRAL
100004749565,KTR - 1,EXH0005,SOUTH
100008149671,ITR,EXH0628,NORTH
100003259499,LTR - SOUTH,EXH0397,CENTRAL
100006545728,CTR,EXH0448,CENTRAL
100008260287,HYTR,EXH0553,SOUTH
100000633230,ITR,EXH0417,NORTH
100008468917,NTR - 1,EXH0869,NORTH
100008611771,LTR - SOUTH,EXH0394,CENTRAL
100000336344,KTR - 1,EXH0008,SOUTH
100004387694,GTR,EXH0482,CENTRAL
100007697039,MTR,EXH0544,CENTRAL
100007860780,MTR,EXH0603,CENTRAL
100008454876,GTR,EXH0482,CENTRAL
100001654788,NTR - 1,EXH0565,NORTH
100008274872,SLTR,EXH0444,CENTRAL
100007767291,HYTR,EXH0827,SOUTH
100008461066,CTR,EXH0585,CENTRAL
100008685058,KTR - 3,EXH0017,SOUTH
100008445364,STR,EXH0560,SOUTH
100005697357,SLTR,EXH0888,CENTRAL
100001807759,NTR - 1,EXH0566,NORTH
