Year_Month,USAGE_GB,Billing_Account_Id,Churn_Flag,Churn_Sub_Category
202503,0,100008378704,EARLY CHURN,CMP
202412,22,100007682591,CORE CHURN,CMP
202502,467,1515508463,CORE CHURN,OCR
202504,31,100006249664,CORE CHURN,CMP
202505,72,100008787355,EARLY CHURN,OCR
202504,20,100008457585,EARLY CHURN,CMP
202503,74,2105983664,CORE CHURN,CMP
202505,9,100000081296,EARLY CHURN,CMP
202502,573,100008232476,EARLY CHURN,CMP
202505,68,100004662795,CORE CHURN,OCR
202504,0,100008147718,EARLY CHURN,CMP
202505,71,100008716268,EARLY CHURN,CMP
202505,77,100008014565,CORE CHURN,CMP
202503,60,100007915657,CORE CHURN,CMP
202505,9,100008716577,EARLY CHURN,CMP
202503,29,100008510103,EARLY CHURN,CMP
202505,10,100009114028,EARLY CHURN,OCR
202504,1,100008663257,EARLY CHURN,CMP
202504,34,100008190303,CORE CHURN,CMP
202504,74,100007923080,CORE CHURN,OCR
202504,20,100008655257,EARLY CHURN,CMP
202412,508,100005533452,CORE CHURN,OCR
202503,1,100008605652,EARLY CHURN,CMP
202504,74,L2103686978,CORE CHURN,OCR
202505,2,100008786827,EARLY CHURN,CMP
202504,69,100003376862,CORE CHURN,CMP
202501,0,2102858136,EARLY CHURN,OCR
202503,0,100006661785,CORE CHURN,CMP
202503,10,2101146291,EARLY CHURN,CMP
202502,493,2100685776,CORE CHURN,OCR
202505,48,100008701435,EARLY CHURN,CMP
202501,39,1427970163,CORE CHURN,OCR
202502,655,100007308134,CORE CHURN,CMP
202503,77,100007757910,CORE CHURN,CMP
202505,38,100008742054,EARLY CHURN,CMP
202504,67,100005888410,CORE CHURN,OCR
202501,402,100007859768,CORE CHURN,OCR
202505,11,100008720556,EARLY CHURN,CMP
202503,7,100008597455,EARLY CHURN,CMP
202501,515,100005849059,CORE CHURN,CMP
202504,2,100005069034,CORE CHURN,CMP
202503,38,100005226532,CORE CHURN,OCR
202504,99,100008521177,EARLY CHURN,CMP
202503,38,100008548264,EARLY CHURN,CMP
202504,72,L1544626613,CORE CHURN,OCR
202505,75,100008517156,EARLY CHURN,CMP
202503,24,100007789296,EARLY CHURN,CMP
202505,82,100007367910,CORE CHURN,OCR
202505,31,100008606855,EARLY CHURN,CMP
202504,0,L1214967905,EARLY CHURN,CMP
202503,21,100008555057,EARLY CHURN,CMP
202504,77,100008577840,EARLY CHURN,CMP
202503,27,100006452240,CORE CHURN,OCR
202505,57,100008966010,EARLY CHURN,OCR
202504,47,100006738139,CORE CHURN,CMP
202505,63,100004713213,CORE CHURN,OCR
202502,30,100006668108,CORE CHURN,CMP
202505,60,100008586693,EARLY CHURN,OCR
202502,15,100008375467,EARLY CHURN,CMP
202504,56,100008423777,EARLY CHURN,CMP
202505,56,100008649208,EARLY CHURN,CMP
202503,85,100006498707,EARLY CHURN,OCR
202504,39,100008643978,EARLY CHURN,CMP
202505,6,100008791674,EARLY CHURN,CMP
202503,77,100008477773,EARLY CHURN,CMP
202504,71,100001250242,CORE CHURN,CMP
202503,62,100008461102,EARLY CHURN,CMP
202504,0,L1412691808,EARLY CHURN,CMP
202504,21,100008687934,EARLY CHURN,CMP
202502,531,100006295392,CORE CHURN,CMP
202505,42,100008780328,EARLY CHURN,CMP
202504,49,100008895267,EARLY CHURN,OCR
202502,455,100005513429,CORE CHURN,CMP
202505,95,100007108426,CORE CHURN,OCR
202504,36,100008548805,EARLY CHURN,CMP
202412,0,1427721665,CORE CHURN,OCR
202501,444,L2105770511,CORE CHURN,OCR
202504,30,100006776488,CORE CHURN,OCR
202412,43,100008075192,EARLY CHURN,CMP
202501,545,100004274166,CORE CHURN,OCR
202504,14,100003358827,EARLY CHURN,CMP
202503,43,100008146265,CORE CHURN,OCR
202503,64,100008363818,EARLY CHURN,OCR
202505,58,100000105109,CORE CHURN,OCR
202505,51,100004682225,CORE CHURN,CMP
202502,546,100008243996,EARLY CHURN,OCR
202503,0,100003614850,EARLY CHURN,CMP
202503,97,100008738180,EARLY CHURN,OCR
202504,2,L1477622467,EARLY CHURN,OCR
202504,84,100008590810,EARLY CHURN,CMP
202502,15,100008479063,EARLY CHURN,CMP
202503,74,100008538040,EARLY CHURN,CMP
202504,93,100007512755,EARLY CHURN,CMP
202503,20,100008547343,EARLY CHURN,CMP
202504,0,100008694120,EARLY CHURN,CMP
202505,35,100008140667,CORE CHURN,CMP
202502,8,100003367242,CORE CHURN,OCR
202502,411,100007504265,CORE CHURN,CMP
202412,0,100004955613,CORE CHURN,OCR
202503,93,100008474321,EARLY CHURN,CMP
202504,25,100008604572,EARLY CHURN,CMP
202505,30,100008805017,EARLY CHURN,CMP
202505,91,100003286759,CORE CHURN,CMP
202505,76,100008644612,EARLY CHURN,CMP
202504,78,2106661350,CORE CHURN,OCR
202505,64,100008361073,CORE CHURN,CMP
202501,33,100007642351,CORE CHURN,OCR
202503,76,100003494276,EARLY CHURN,CMP
202412,0,2102173999,EARLY CHURN,OCR
202505,78,100008660101,EARLY CHURN,CMP
202505,32,100003248430,CORE CHURN,OCR
202505,74,100008970615,EARLY CHURN,OCR
202505,0,100002246619,CORE CHURN,CMP
202502,0,2100180489,CORE CHURN,CMP
202503,7,100008465166,EARLY CHURN,CMP
202505,16,100008350138,CORE CHURN,CMP
202505,32,1212632372,CORE CHURN,OCR
202504,63,100008605242,EARLY CHURN,CMP
202505,26,100008853647,EARLY CHURN,OCR
202412,440,100006282992,CORE CHURN,OCR
202502,0,100008524070,EARLY CHURN,OCR
202412,450,100007594284,CORE CHURN,CMP
202504,49,100005839507,CORE CHURN,CMP
202502,521,100002814858,CORE CHURN,CMP
202502,523,100004851912,CORE CHURN,CMP
202504,0,100005832636,CORE CHURN,OCR
202503,0,100008921128,EARLY CHURN,OCR
202503,68,100007944873,CORE CHURN,CMP
202502,523,100006583598,CORE CHURN,CMP
202503,61,100008478469,EARLY CHURN,CMP
202505,84,100004846473,CORE CHURN,OCR
202505,73,100008439772,CORE CHURN,CMP
202412,474,2106667862,CORE CHURN,CMP
202412,466,100005990543,CORE CHURN,CMP
202504,14,100008681824,EARLY CHURN,CMP
202501,29,2107015845,CORE CHURN,OCR
202505,5,1553891741,CORE CHURN,OCR
202504,20,1426373526,CORE CHURN,CMP
202503,7,100008511993,EARLY CHURN,CMP
202504,0,1214927761,EARLY CHURN,OCR
202504,18,100008696544,EARLY CHURN,CMP
202505,75,100007934053,CORE CHURN,CMP
202505,23,100007921943,CORE CHURN,CMP
202502,13,1404555921,CORE CHURN,OCR
202503,78,100008313438,EARLY CHURN,CMP
202504,41,1544624306,EARLY CHURN,OCR
202503,66,100004683549,CORE CHURN,CMP
202502,458,100004044816,CORE CHURN,OCR
202503,81,100002587670,CORE CHURN,CMP
202412,494,100004068875,CORE CHURN,CMP
202502,544,100008220590,EARLY CHURN,CMP
202503,33,100008536462,EARLY CHURN,CMP
202505,25,1214824898,EARLY CHURN,CMP
202504,65,100003962717,CORE CHURN,OCR
202501,429,100008286835,EARLY CHURN,OCR
202504,62,100005203628,CORE CHURN,OCR
202503,14,100008548101,EARLY CHURN,CMP
202503,1,1214800405,EARLY CHURN,CMP
202503,55,100008764845,EARLY CHURN,OCR
202504,1,100008692085,EARLY CHURN,CMP
202504,80,100005092940,CORE CHURN,CMP
202505,84,100007417392,EARLY CHURN,CMP
202504,48,100008690575,EARLY CHURN,CMP
202504,51,100007485684,CORE CHURN,CMP
202503,36,100008124807,CORE CHURN,CMP
202505,27,100008784719,EARLY CHURN,CMP
202503,81,2103358931,CORE CHURN,CMP
202503,71,100008327635,EARLY CHURN,CMP
202501,529,100008197746,EARLY CHURN,CMP
202501,0,100008350455,EARLY CHURN,CMP
202505,1,100007599073,CORE CHURN,OCR
202502,625,1427595975,CORE CHURN,OCR
202502,564,100005952597,CORE CHURN,OCR
202505,83,100008795031,EARLY CHURN,OCR
202505,22,100008719738,EARLY CHURN,CMP
202505,10,100008792462,EARLY CHURN,CMP
202503,67,100008423191,EARLY CHURN,CMP
202501,462,100007605134,CORE CHURN,CMP
202504,12,100007565399,EARLY CHURN,CMP
202412,428,100003527161,CORE CHURN,CMP
202501,0,100008341704,EARLY CHURN,CMP
202504,65,100005442159,CORE CHURN,OCR
202503,20,100008566554,EARLY CHURN,CMP
202505,0,100006962931,CORE CHURN,OCR
202412,552,100007863695,CORE CHURN,CMP
202502,595,100006600107,CORE CHURN,CMP
202412,531,100005836910,CORE CHURN,OCR
202503,32,100002998731,CORE CHURN,CMP
202501,520,100008189510,EARLY CHURN,OCR
202505,42,100006849625,CORE CHURN,CMP
202505,72,100008589089,EARLY CHURN,CMP
202504,95,100007810244,CORE CHURN,CMP
202501,11,100005830111,CORE CHURN,CMP
202504,22,100008429380,EARLY CHURN,OCR
202505,77,2100176867,CORE CHURN,OCR
202501,0,100005522282,CORE CHURN,OCR
202504,54,100008390934,EARLY CHURN,CMP
202503,18,100008365862,EARLY CHURN,OCR
202504,42,100009009971,EARLY CHURN,OCR
202502,526,100007268633,CORE CHURN,CMP
202412,419,100008130370,EARLY CHURN,CMP
202501,0,100007725484,CORE CHURN,OCR
202501,1,100008069684,EARLY CHURN,CMP
202503,30,100007588777,CORE CHURN,OCR
202503,19,100006056216,CORE CHURN,OCR
202505,6,100006647454,CORE CHURN,CMP
202503,89,100008288014,EARLY CHURN,CMP
202505,35,100008592305,EARLY CHURN,OCR
202504,66,100007549790,CORE CHURN,CMP
202504,1,100008919044,EARLY CHURN,OCR
202505,4,2102391470,EARLY CHURN,CMP
202503,48,100008181693,CORE CHURN,CMP
202504,86,100001520525,CORE CHURN,CMP
202412,12,100002690192,CORE CHURN,OCR
202501,467,100008121708,EARLY CHURN,CMP
202412,29,100006904269,CORE CHURN,CMP
202501,467,100003370679,CORE CHURN,CMP
202501,419,100004333697,CORE CHURN,CMP
202505,72,100006901408,EARLY CHURN,CMP
202503,7,L1412656452,EARLY CHURN,CMP
202504,42,100008274958,CORE CHURN,CMP
202503,5,100004399087,EARLY CHURN,CMP
202503,27,1215842617,EARLY CHURN,CMP
202505,38,1427632518,CORE CHURN,OCR
202504,43,100008692143,EARLY CHURN,CMP
202504,31,100008665392,EARLY CHURN,CMP
202503,67,100008621875,EARLY CHURN,OCR
202501,462,100006963858,CORE CHURN,CMP
202501,39,100008300422,EARLY CHURN,OCR
202505,72,100005287006,CORE CHURN,CMP
202505,60,100008011185,CORE CHURN,CMP
202501,414,100006449324,CORE CHURN,CMP
202504,4,100008578291,EARLY CHURN,CMP
202503,42,100008495309,EARLY CHURN,CMP
202503,92,100007627714,CORE CHURN,OCR
202504,19,100008677432,EARLY CHURN,CMP
202505,24,100007791280,CORE CHURN,CMP
202505,19,100008750304,EARLY CHURN,CMP
202501,568,100007924248,CORE CHURN,CMP
202504,0,L1544650229,EARLY CHURN,CMP
202505,16,100008869976,EARLY CHURN,OCR
202501,23,100007745904,CORE CHURN,OCR
202505,48,100006264010,CORE CHURN,CMP
202504,10,100008456578,EARLY CHURN,CMP
202505,97,100000151928,CORE CHURN,OCR
202503,0,100008864889,EARLY CHURN,OCR
202412,580,100008119350,EARLY CHURN,CMP
202503,0,100006678277,CORE CHURN,CMP
202504,0,100008712575,EARLY CHURN,CMP
202505,58,100008502990,EARLY CHURN,OCR
202502,546,100006990536,CORE CHURN,CMP
202503,21,1214510856,EARLY CHURN,OCR
202504,61,100008508750,EARLY CHURN,CMP
202503,45,100008498789,EARLY CHURN,CMP
202504,12,100008588448,EARLY CHURN,CMP
202505,85,100008708095,EARLY CHURN,CMP
202505,53,100005122125,CORE CHURN,OCR
202505,90,1405460287,CORE CHURN,OCR
202504,31,100008733236,EARLY CHURN,OCR
202504,76,100008403985,EARLY CHURN,OCR
202501,580,2100237787,CORE CHURN,OCR
202505,31,100008738863,EARLY CHURN,CMP
202503,81,100007368347,CORE CHURN,CMP
202502,669,100007836015,CORE CHURN,OCR
202503,0,100007963254,CORE CHURN,CMP
202503,70,100007782312,CORE CHURN,CMP
202504,1,100008702277,EARLY CHURN,CMP
202503,74,100005332147,CORE CHURN,OCR
202505,44,100008691270,EARLY CHURN,CMP
202412,457,100006209266,CORE CHURN,OCR
202505,67,100007762669,CORE CHURN,CMP
202503,42,100008584822,EARLY CHURN,CMP
202412,448,100005287262,CORE CHURN,CMP
202504,59,100005705081,EARLY CHURN,OCR
202505,90,100008655311,EARLY CHURN,CMP
202505,31,100008782609,EARLY CHURN,CMP
202412,27,100005697983,CORE CHURN,CMP
202412,655,100007214828,CORE CHURN,OCR
202501,436,100008096421,EARLY CHURN,CMP
202504,99,100008475223,EARLY CHURN,CMP
202504,0,100002275607,CORE CHURN,OCR
202501,43,100008626776,EARLY CHURN,OCR
202505,57,100004772598,EARLY CHURN,CMP
202503,37,100007798879,CORE CHURN,CMP
202503,3,100008488494,EARLY CHURN,CMP
202412,488,100007580687,CORE CHURN,CMP
202505,48,100008867843,EARLY CHURN,OCR
202503,2,100008629450,EARLY CHURN,OCR
202505,1,100006166021,CORE CHURN,CMP
202503,28,100008592025,EARLY CHURN,OCR
202504,74,100007802232,CORE CHURN,CMP
202503,56,100005484189,CORE CHURN,CMP
202505,18,100008707289,EARLY CHURN,CMP
202501,16,100008245091,EARLY CHURN,CMP
202504,56,100007565993,CORE CHURN,CMP
202505,99,100008418797,CORE CHURN,OCR
202505,8,1427637191,CORE CHURN,OCR
202504,77,100008671487,EARLY CHURN,OCR
202505,40,100008498302,CORE CHURN,CMP
202504,45,100004738076,EARLY CHURN,CMP
202504,95,100004815305,CORE CHURN,OCR
202503,3,100008445441,EARLY CHURN,CMP
202412,0,1216616301,EARLY CHURN,CMP
202502,482,100006505250,CORE CHURN,CMP
202502,618,100007678316,CORE CHURN,CMP
202504,7,100007070157,CORE CHURN,OCR
202505,0,100009107001,EARLY CHURN,OCR
202504,1,100008673488,EARLY CHURN,CMP
202504,77,100008581698,EARLY CHURN,CMP
202503,50,100006811299,CORE CHURN,CMP
202504,88,100008586768,EARLY CHURN,CMP
202504,0,1215385967,EARLY CHURN,OCR
202503,87,100005693300,CORE CHURN,OCR
202503,20,100007857908,CORE CHURN,CMP
202504,20,100008982533,EARLY CHURN,OCR
202504,94,100004143377,CORE CHURN,CMP
202501,426,100006649662,CORE CHURN,OCR
202501,26,100005953748,CORE CHURN,CMP
202503,0,1214972771,EARLY CHURN,OCR
202504,18,100008476503,EARLY CHURN,OCR
202504,55,100008464716,EARLY CHURN,CMP
202412,36,100002983115,CORE CHURN,CMP
202412,561,100008140275,EARLY CHURN,CMP
202504,56,100008585358,EARLY CHURN,CMP
202503,18,100006943386,CORE CHURN,CMP
202505,20,100008668935,EARLY CHURN,CMP
202501,0,1533606618,EARLY CHURN,OCR
202505,26,100008628258,EARLY CHURN,CMP
202502,17,100005718219,CORE CHURN,CMP
202503,98,100008336967,EARLY CHURN,CMP
202412,29,100008181649,EARLY CHURN,CMP
202412,479,100007262695,CORE CHURN,OCR
202505,54,100008786852,EARLY CHURN,OCR
202504,55,100008378885,EARLY CHURN,CMP
202505,2,100008080337,CORE CHURN,CMP
202505,74,100008588396,EARLY CHURN,CMP
202505,12,100008805551,EARLY CHURN,CMP
202504,75,100006606640,CORE CHURN,CMP
202505,98,100007531534,EARLY CHURN,CMP
202504,55,100008419496,EARLY CHURN,CMP
202505,6,100007313745,CORE CHURN,CMP
202502,37,100003036940,CORE CHURN,OCR
202505,454,100007979589,CORE CHURN,CMP
202501,29,100004730898,CORE CHURN,CMP
202501,36,100007705585,CORE CHURN,CMP
202412,417,100004068450,CORE CHURN,CMP
202504,405,100006414650,EARLY CHURN,CMP
202501,450,1515502604,CORE CHURN,OCR
202412,0,1244360611,CORE CHURN,CMP
202504,21,100009009242,EARLY CHURN,OCR
202412,455,100007809868,CORE CHURN,CMP
202504,1,100007648980,CORE CHURN,CMP
202501,467,100001365641,CORE CHURN,OCR
202502,606,100007207340,CORE CHURN,CMP
202504,35,1212410579,CORE CHURN,OCR
202504,497,100007448514,CORE CHURN,CMP
202503,505,100001982287,CORE CHURN,OCR
202504,45,100008536305,EARLY CHURN,CMP
202505,16,100008926613,EARLY CHURN,OCR
202503,47,100008838103,EARLY CHURN,OCR
202412,1,100003229187,EARLY CHURN,CMP
202412,12,100003336186,CORE CHURN,OCR
202501,577,100004001831,CORE CHURN,CMP
202504,589,100007751576,CORE CHURN,CMP
202505,0,1553258748,EARLY CHURN,OCR
202412,489,100007765424,CORE CHURN,CMP
202504,1,100008675410,EARLY CHURN,CMP
202501,434,100004225070,EARLY CHURN,OCR
202504,18,100008625167,EARLY CHURN,OCR
202503,22,100005532459,CORE CHURN,OCR
202502,464,100005415722,CORE CHURN,OCR
202504,494,100008621093,EARLY CHURN,OCR
202502,678,100004201701,CORE CHURN,CMP
202412,31,1216633556,CORE CHURN,OCR
202505,640,100008415182,CORE CHURN,CMP
202412,621,100005716127,CORE CHURN,CMP
202501,11,100008197788,EARLY CHURN,CMP
202505,0,100009015483,EARLY CHURN,OCR
202505,24,L2106347169,CORE CHURN,OCR
202412,492,100008190820,EARLY CHURN,OCR
202504,4,100006503917,CORE CHURN,CMP
202503,28,100007388014,EARLY CHURN,CMP
202503,0,100008552323,EARLY CHURN,CMP
202501,0,1533608736,EARLY CHURN,OCR
202504,481,100006831364,CORE CHURN,CMP
202504,653,100007734674,CORE CHURN,CMP
202412,408,100007301947,CORE CHURN,OCR
202504,43,100007546654,CORE CHURN,CMP
202505,405,100008505078,EARLY CHURN,OCR
202501,499,100007549174,CORE CHURN,CMP
202504,0,100008832000,EARLY CHURN,OCR
202505,503,100006820397,CORE CHURN,OCR
202504,586,100004820447,CORE CHURN,OCR
202505,34,100008966148,EARLY CHURN,OCR
202412,411,100005662534,CORE CHURN,OCR
202504,3,100006321623,CORE CHURN,CMP
202504,49,100008556420,EARLY CHURN,CMP
202503,0,100008929475,EARLY CHURN,OCR
202501,37,1514442121,CORE CHURN,OCR
202503,416,100008431717,EARLY CHURN,CMP
202505,540,100007902469,CORE CHURN,CMP
202503,32,2102626675,EARLY CHURN,CMP
202503,449,100003833579,CORE CHURN,OCR
202412,39,100005194679,CORE CHURN,CMP
202503,493,100005772786,CORE CHURN,CMP
202503,476,100008524894,EARLY CHURN,OCR
202502,520,100007369966,CORE CHURN,OCR
202503,1,1553866117,EARLY CHURN,CMP
202503,583,100007953270,CORE CHURN,CMP
202505,404,100003350536,CORE CHURN,CMP
202505,6,1212720460,EARLY CHURN,OCR
202505,566,100004802890,CORE CHURN,CMP
202503,480,100008513793,EARLY CHURN,OCR
202501,621,100006930334,CORE CHURN,CMP
202505,426,100000024914,EARLY CHURN,OCR
202503,698,100006293291,CORE CHURN,CMP
202505,6,1214927821,EARLY CHURN,OCR
202504,427,100006980909,CORE CHURN,CMP
202412,443,100007714584,CORE CHURN,OCR
202412,0,1533523838,EARLY CHURN,OCR
202503,666,100004869792,CORE CHURN,CMP
202503,1,100008561091,EARLY CHURN,CMP
202504,7,100008475244,EARLY CHURN,OCR
202502,9,100005412211,CORE CHURN,CMP
202503,7,100006807776,CORE CHURN,OCR
202504,0,100004936234,CORE CHURN,CMP
202505,1,100008811577,EARLY CHURN,CMP
202503,424,100007817865,CORE CHURN,CMP
202503,0,100006020100,EARLY CHURN,CMP
202412,534,100007846115,CORE CHURN,CMP
202412,684,100007856522,CORE CHURN,CMP
202505,525,100008696276,EARLY CHURN,CMP
202505,4,100008720314,EARLY CHURN,CMP
202501,401,100003214018,CORE CHURN,CMP
202505,15,100008742386,EARLY CHURN,CMP
202502,1,100008433134,EARLY CHURN,CMP
202503,44,100008378708,EARLY CHURN,CMP
202501,1,100005984823,CORE CHURN,CMP
202505,7,100004452669,CORE CHURN,OCR
202412,10,2107120958,EARLY CHURN,OCR
202505,1,100008792097,EARLY CHURN,CMP
202505,39,100008756509,EARLY CHURN,CMP
202503,665,100008472823,EARLY CHURN,CMP
202503,665,1812442243,CORE CHURN,CMP
202412,478,100005441510,CORE CHURN,OCR
202501,565,2106884875,CORE CHURN,OCR
202502,591,100008365075,EARLY CHURN,CMP
202502,624,100007594752,CORE CHURN,CMP
202505,414,100008776858,EARLY CHURN,CMP
202504,435,100008660370,EARLY CHURN,OCR
202502,537,100007299890,CORE CHURN,CMP
202505,1,100008807601,EARLY CHURN,CMP
202503,0,100008600388,EARLY CHURN,CMP
202503,559,100008404501,EARLY CHURN,OCR
202412,472,100008142329,EARLY CHURN,CMP
202502,521,100006749301,CORE CHURN,OCR
202503,26,100004777170,CORE CHURN,CMP
202503,653,100008255019,EARLY CHURN,CMP
202504,661,100003924274,CORE CHURN,CMP
202502,44,100007976444,CORE CHURN,CMP
202504,476,100008188434,CORE CHURN,CMP
202505,16,100008555211,EARLY CHURN,CMP
202504,30,100006744782,CORE CHURN,CMP
202412,600,100006612433,CORE CHURN,CMP
202504,2,100008994234,EARLY CHURN,OCR
202502,17,100004568521,CORE CHURN,CMP
202504,617,100006903623,CORE CHURN,CMP
202504,494,100008031167,CORE CHURN,CMP
202504,36,100005145115,CORE CHURN,CMP
202412,4,100008221375,EARLY CHURN,CMP
202501,2,1212441470,EARLY CHURN,CMP
202504,445,100008414074,EARLY CHURN,CMP
202504,7,100008551726,EARLY CHURN,CMP
202504,0,100007159868,CORE CHURN,OCR
202504,23,100004139800,CORE CHURN,CMP
202504,12,100001323622,EARLY CHURN,OCR
202504,42,100008769863,EARLY CHURN,OCR
202502,0,1543540035,EARLY CHURN,CMP
202503,38,100006626993,CORE CHURN,CMP
202505,0,1533536136,EARLY CHURN,CMP
202505,1,100005758508,EARLY CHURN,CMP
202412,586,1946775606,CORE CHURN,OCR
202412,419,100004049028,CORE CHURN,CMP
202501,514,100001852669,CORE CHURN,CMP
202502,34,1427462588,CORE CHURN,OCR
202504,47,100008559341,EARLY CHURN,CMP
202412,447,100006449770,CORE CHURN,CMP
202501,37,1563810034,CORE CHURN,OCR
202505,1,100006972510,EARLY CHURN,CMP
202503,492,100008289625,EARLY CHURN,CMP
202505,0,100008828028,EARLY CHURN,CMP
202503,0,1214921631,CORE CHURN,OCR
202412,495,100005191815,CORE CHURN,OCR
202505,495,100008658237,EARLY CHURN,CMP
202503,1,100008569109,EARLY CHURN,CMP
202502,470,100006234461,CORE CHURN,CMP
202504,644,1614556863,CORE CHURN,OCR
202504,537,100006701460,CORE CHURN,OCR
202504,41,100008704212,EARLY CHURN,CMP
202503,37,100008073365,CORE CHURN,CMP
202503,516,100007814734,CORE CHURN,CMP
202505,455,100008738670,EARLY CHURN,CMP
202501,577,1512260626,CORE CHURN,OCR
202503,511,100008282071,EARLY CHURN,CMP
202505,3,100008742410,EARLY CHURN,CMP
202501,570,100004563129,CORE CHURN,CMP
202505,438,100007693902,CORE CHURN,OCR
202502,612,100005338640,CORE CHURN,CMP
202504,8,100008515569,EARLY CHURN,CMP
202412,7,100003242851,CORE CHURN,CMP
202502,501,100007121039,CORE CHURN,CMP
202505,30,100009092139,EARLY CHURN,OCR
202504,526,100007970704,CORE CHURN,CMP
202502,0,2102432703,CORE CHURN,OCR
202412,698,1544613832,CORE CHURN,CMP
202505,445,100007784833,CORE CHURN,CMP
202502,505,100000827607,CORE CHURN,OCR
202503,565,100006343620,CORE CHURN,CMP
202504,30,100008062720,CORE CHURN,CMP
202412,522,100005046261,CORE CHURN,CMP
202503,20,100007362110,CORE CHURN,CMP
202503,466,100008351682,EARLY CHURN,CMP
202504,13,100008551912,EARLY CHURN,CMP
202504,48,100008182897,CORE CHURN,CMP
202412,18,100008057366,EARLY CHURN,CMP
202502,471,100008128101,CORE CHURN,OCR
202505,2,100008806453,EARLY CHURN,CMP
202412,0,100008499437,EARLY CHURN,OCR
202505,34,100004443267,CORE CHURN,OCR
202503,417,100008403713,EARLY CHURN,CMP
202502,581,100004190807,CORE CHURN,OCR
202504,533,100008525306,EARLY CHURN,CMP
202501,22,100008342772,EARLY CHURN,CMP
202504,675,100008457918,EARLY CHURN,CMP
202504,1,100008694595,EARLY CHURN,CMP
202504,447,100008352747,EARLY CHURN,OCR
202502,434,100007928715,CORE CHURN,CMP
202505,11,100008767763,EARLY CHURN,CMP
202503,433,100007565381,CORE CHURN,CMP
202502,4,100008355346,EARLY CHURN,CMP
202504,34,100008659021,EARLY CHURN,CMP
202503,1,100004711359,CORE CHURN,OCR
202503,422,100005252625,CORE CHURN,CMP
202412,36,100008218333,EARLY CHURN,CMP
202505,633,100004473618,CORE CHURN,CMP
202504,22,100008603584,EARLY CHURN,CMP
202503,463,100008019623,CORE CHURN,OCR
202503,542,100008277143,EARLY CHURN,CMP
202505,415,100005616141,CORE CHURN,CMP
202502,19,100008438099,EARLY CHURN,CMP
202503,46,100007869987,CORE CHURN,CMP
202505,416,100008698820,EARLY CHURN,CMP
202502,32,100008458442,EARLY CHURN,CMP
202504,9,100008018385,CORE CHURN,CMP
202504,619,100008230229,CORE CHURN,CMP
202505,523,100004555232,CORE CHURN,CMP
202503,25,100008443689,EARLY CHURN,CMP
202502,527,100007382200,CORE CHURN,CMP
202503,8,100008916836,EARLY CHURN,OCR
202412,612,100008405522,EARLY CHURN,OCR
202504,15,100008530804,EARLY CHURN,CMP
202501,511,100008175857,EARLY CHURN,CMP
202503,429,100004687122,CORE CHURN,CMP
202412,0,100005518423,EARLY CHURN,CMP
202501,1,2105262599,EARLY CHURN,OCR
202504,690,100008922127,EARLY CHURN,OCR
202503,665,100003092160,CORE CHURN,OCR
202503,2,100007855247,CORE CHURN,CMP
202504,524,100008609671,EARLY CHURN,CMP
202502,18,100008367069,EARLY CHURN,CMP
202502,32,100005588111,CORE CHURN,CMP
202503,17,100008689991,EARLY CHURN,OCR
202504,426,100008428376,EARLY CHURN,CMP
202504,0,100008694234,EARLY CHURN,CMP
202505,43,1556602908,EARLY CHURN,CMP
202505,13,L2103665624,CORE CHURN,OCR
202504,500,100006087341,CORE CHURN,OCR
202501,593,100005064935,CORE CHURN,CMP
202502,424,100008567835,EARLY CHURN,OCR
202505,6,100004749565,CORE CHURN,CMP
202503,665,100008149671,CORE CHURN,CMP
202501,441,100003259499,CORE CHURN,CMP
202412,0,100006545728,CORE CHURN,CMP
202503,39,100008260287,CORE CHURN,CMP
202504,416,100000633230,CORE CHURN,CMP
202504,15,100008468917,EARLY CHURN,CMP
202504,685,100008611771,EARLY CHURN,CMP
202412,5,100000336344,CORE CHURN,OCR
202504,532,100004387694,CORE CHURN,OCR
202504,14,100007697039,CORE CHURN,CMP
202505,17,100007860780,CORE CHURN,CMP
202503,411,100008454876,EARLY CHURN,CMP
202504,0,100001654788,CORE CHURN,OCR
202503,576,100008274872,EARLY CHURN,CMP
202505,16,100007767291,CORE CHURN,CMP
202504,538,100008461066,EARLY CHURN,CMP
202504,0,100008685058,EARLY CHURN,OCR
202502,50,100008445364,EARLY CHURN,CMP
202504,673,100005697357,CORE CHURN,CMP
202505,422,100001807759,CORE CHURN,OCR
202502,516,100005184525,CORE CHURN,OCR
202504,45,100005746120,CORE CHURN,OCR
202504,41,100008922873,EARLY CHURN,OCR
202503,567,100006237173,CORE CHURN,CMP
202503,26,100008585635,EARLY CHURN,CMP
202503,50,100008478685,EARLY CHURN,CMP
202412,685,100006483994,CORE CHURN,CMP
202505,421,1427657374,EARLY CHURN,OCR
202412,683,100008309854,EARLY CHURN,OCR
202502,440,100008055886,CORE CHURN,OCR
202501,435,100008171918,EARLY CHURN,CMP
202502,414,100008254128,EARLY CHURN,CMP
202501,410,100006299612,CORE CHURN,CMP
202504,43,100008625370,EARLY CHURN,CMP
202504,1,100008704120,EARLY CHURN,CMP
202503,432,100004271162,CORE CHURN,OCR
202412,444,100007698194,CORE CHURN,CMP
202503,34,100008480652,EARLY CHURN,CMP
202505,7,1216318877,EARLY CHURN,OCR
202503,547,100007766098,CORE CHURN,CMP
